question	answer	label
I will soon marry a Qatari man and live in Doha. Recently I was told that once I am married and in Qatar that I will not be allowed to travel back to the USA or any country without my husbands permission. Can someone tell me if this is correct? I have tried researching this but have not found any definite information. Also; if there are any American women married to a Qatari on QL; I would love to ask more questions. Thank you	as a french woman married Qatari i can go my country with my french passport. but be carrful:*if your hasband doesnt agree you travel alone he can go to the immigration to dont alowed you traveling alone(only with with him or father ;brother..) *if you get the passport qatari after 5 years its impossible as a woman to travel alone BUT IF your hasband is agree he has to go to the aeroport to make an authorization. by the way : to get married in Qatar he has to get the permission from the ministry of interior to get married an western or europeen woman(need this autorization for all wonam no GCC).iTS NOT EASY TO GET THIS AUTHORIZATION!!!more if his work in the gouvernement(army;police..) also to married in Qatar you have to be muslim and get the paper in Al Fanar. WHY DONT ASK ALL THIS QUESTIONS TO YOUR FUTUR HASBAND?AS A QATARI HE MUST INFORM YOU. IF YOU HAVE ALL THIS DOCUMENT GOD BLESS YOU AND BE HAPPY!	1
I will soon marry a Qatari man and live in Doha. Recently I was told that once I am married and in Qatar that I will not be allowed to travel back to the USA or any country without my husbands permission. Can someone tell me if this is correct? I have tried researching this but have not found any definite information. Also; if there are any American women married to a Qatari on QL; I would love to ask more questions. Thank you	hi im married and i can travel any where with out my husand permission but the kids cant go out from qatar with out their father permission...and u can also travel any where with out this paper coz i think they changed the law now	1
I will soon marry a Qatari man and live in Doha. Recently I was told that once I am married and in Qatar that I will not be allowed to travel back to the USA or any country without my husbands permission. Can someone tell me if this is correct? I have tried researching this but have not found any definite information. Also; if there are any American women married to a Qatari on QL; I would love to ask more questions. Thank you	The questions you ask depends on the husband just like any where in the world you can marry a good one or a controlling one. If he turns out to be controlling your life could well be hell and yes he could take your passport off you and control your travel.	2
Hello guyz; just wanna ask anyone knows how long is the release of working visa in Qatar? because my agency told me that the already forwarded all my requirements for visa application; but until now no feedback from qatar embassy. its almost 40days today. I do hope someone can answer my query. by the way i'm from Philippines. Regards; JM	within one day dear or next day visa issued if you have visa approval if not than need to apply for visa approval which will not take more than a week or ten days thanks	0
Hello guyz; just wanna ask anyone knows how long is the release of working visa in Qatar? because my agency told me that the already forwarded all my requirements for visa application; but until now no feedback from qatar embassy. its almost 40days today. I do hope someone can answer my query. by the way i'm from Philippines. Regards; JM	I am waiting for around 3 months for the same. Don't know when they release work visa and what the actual duration. I think there is no actual duration for work visa issuance.	2
Hello guyz; just wanna ask anyone knows how long is the release of working visa in Qatar? because my agency told me that the already forwarded all my requirements for visa application; but until now no feedback from qatar embassy. its almost 40days today. I do hope someone can answer my query. by the way i'm from Philippines. Regards; JM	If the company has available visa for your nationality; teh2008 is right you can get it in a day or two. But there are factors why your visa has not been released yet; e.g. the PRO is lazy; the PRO is on vacation; no visa approval yet; the position is on hold; other internal factors from your employer or agent etc. Better confirm again with your agent in the Phils. to remind the employer:)	2
Hello guyz; just wanna ask anyone knows how long is the release of working visa in Qatar? because my agency told me that the already forwarded all my requirements for visa application; but until now no feedback from qatar embassy. its almost 40days today. I do hope someone can answer my query. by the way i'm from Philippines. Regards; JM	work visa can be rejected as well. If everything is all right; it takes around 3 days. If there are some problems; it might never be issued.	2
Hello guyz; just wanna ask anyone knows how long is the release of working visa in Qatar? because my agency told me that the already forwarded all my requirements for visa application; but until now no feedback from qatar embassy. its almost 40days today. I do hope someone can answer my query. by the way i'm from Philippines. Regards; JM	primarily; visa availability dependent... and if you're on ENGR visa; need to have certified school credentials attested by the Ministry also. if all requirements are complete; then it's PRO dependent...	2
Does anyone have the phonenumber of Al Rayyah drivingschool ??? Thanks !!! Greetz J. :):)	Al Khebra Driving School 4907671 Alhasbaa Driving School 4907482 Almehwar Driving School 4602182 Alrrayah Driving School 4877700 Doha Driving Centre 4792263 Gulf Driving School Director 4652822 Qatar Modern Driving School 4813490 United Driving Co 4681003 SID	2
Hi All. Does anyone know any good moving companies in Doha? A company that will move all my stuff without damaging anything; and possible pack it all up for me as well. The move is local; within Doha.	You can contact Mr. Kabeer at 5335914. He shifted my stuff last year and the service was excellent. Nothing broke but he is not with any company. He operates independantly.	2
Hi All. Does anyone know any good moving companies in Doha? A company that will move all my stuff without damaging anything; and possible pack it all up for me as well. The move is local; within Doha.	When relocating to Doha last year; our agent was GAC. They did a fantastic job! We can warmly recommend them!	1
Hi All. Does anyone know any good moving companies in Doha? A company that will move all my stuff without damaging anything; and possible pack it all up for me as well. The move is local; within Doha.	Try a company called Runway International. They are pretty effecient. The number is 443 1529	0
Hi All. Does anyone know any good moving companies in Doha? A company that will move all my stuff without damaging anything; and possible pack it all up for me as well. The move is local; within Doha.	Hi All. I used Mr. Kabeer for my recent move within Doha. His price was very reasonable; a third of the price of the major moving companies. They packed everything up for me. I had to organise my own boxes which I did from QMart at the Mall; and they put all my stuff into them for me. They were quite careful with my stuff and no serious damage was incurred; but I had to supervise that they packed the fragile items carefully; and instruct them on what to put in each box. I strongly recommend him; but as with any move; supervise that the valuables and fragiles items are packed carefully or even better; by yourself. Also; be on hand to manage the packing.	2
Hi All. Does anyone know any good moving companies in Doha? A company that will move all my stuff without damaging anything; and possible pack it all up for me as well. The move is local; within Doha.	After reading your comments; I thought I'd give Mr Kabeer a ring yesterday. He arranged to come over... and I waited for 5 hours for him. When I tried to ring him to find out where he was; he didn't answer - I called four times. Then today he rang and said he was outside my place - apart from the fact that I'm working today and he's 24 hours late.... Hardly reliable; so just as well I'm not taking him On the upside; I tried Runway International. They turned up on time; took 10 minutes assessing everything and asking all the right questions... they may be more expensive than Kabeer; but at least they'll show up!	2
Today India Pakistan Match T20 cricket world cup..... Is there any park where the match will be screened live on the screen in Doha????	sorry to inform you..but there is no place in doha where they will show it on bigscreen in any parks or restaurants...try to find any of your colleague who has got cricone channel under pehla or anyone who has got airtel or reliance dishtv where they show star cricket on it...dont wait to find any parks or restaurants..its of no use..	2
Today India Pakistan Match T20 cricket world cup..... Is there any park where the match will be screened live on the screen in Doha????	Go to Ramada Sports Bar to watch live on big screens	2
Today India Pakistan Match T20 cricket world cup..... Is there any park where the match will be screened live on the screen in Doha????	Doha rocks will be showing it but on TV	2
Does anyone know if there's an indoor rock-climbing wall (or outdoor; for that matter) anywhere in Doha? Thanks!!	City Centre mall up stairs in Extreme World (indoor amusement park). 15 QR for 2 climb. I checked it out few weeks ago for kf07 who also a climber. Maybe you should meet up with him once you are here :D	0
Does anyone know if there's an indoor rock-climbing wall (or outdoor; for that matter) anywhere in Doha? Thanks!!	hey guys; seeing there's a few climbing nuts aside of me. i've been scouting out some good bouldering and deep water soloing spots but only through internet cos i'm not actually in qatar yet...from the images i've found; seems there's some nice climeable rock a couple hours' drive out of doha. if any of you would like to tag along and go take a peak once i'm there; i'm sure if we put our heads together we can find a few respectable crags to keep going.. anyways keep me posted. would be nice to meet a few fellow climbers. cheers; K	2
I have heard that it&#39;s really fun to drive from Qatar to Dubai on the weekend (obviosly if you have a 4 X 4 Drive). My question is do I need to get a visa if I want to go to Dubai if I have a Residence Permit of Qatar?	Although you can go to dubai and get visa on arrival if you are going by air but road travel is different. You have to pass Saudi border and you need saudi visa. In order to get saudi visa you have to get UAE visa first. Saudi gives visa only after you already have UAE visa on your passport. Hope this clarifies.	2
I have heard that it&#39;s really fun to drive from Qatar to Dubai on the weekend (obviosly if you have a 4 X 4 Drive). My question is do I need to get a visa if I want to go to Dubai if I have a Residence Permit of Qatar?	The whole process will take you 8 days. 3 days to get UAE visa and 5 days to get saudi transit visa. count the weekend	2
I have heard that it&#39;s really fun to drive from Qatar to Dubai on the weekend (obviosly if you have a 4 X 4 Drive). My question is do I need to get a visa if I want to go to Dubai if I have a Residence Permit of Qatar?	well for UAE visa you will have to go 3 times to the embassy. But for saudi transit visa just go to the agent and you will get it stamped in 5days.	2
Hi; This Ramadan we will be going to Dubai by road. We have done it twice before and have always got a visa on arrival at the UAE border. The difference is this time we will be taking along our housemaid. My question is will she also get a visa on arrival at the UAE border? Thanks	Iam afraid she wont as she aint under ur sponsorship. Its only permitted for locals to take their housemaids or driver in their sponsorship. anyways; i can be wrong as well. The agency from where you get your Saudi Transit visa can advise you on this.	0
Hi; This Ramadan we will be going to Dubai by road. We have done it twice before and have always got a visa on arrival at the UAE border. The difference is this time we will be taking along our housemaid. My question is will she also get a visa on arrival at the UAE border? Thanks	You will need to get a transit visa for her with a no objection letter to the Saudi Embassy typed in Arabic. You will need to get her a Visa from UAE Embassy here in Qatar before you travel. She will not be issue a visa on Arrival. I suggest just leave her home	2
My wife I want to drive to the UAE; next month. I understand about the visa situation; and I can cope with that. My question is: Am I allowed to drive out of Qatar in my car that I have not finished paying for from the bank? My friend told me he seems to remember hearing that it was not possible; and that somehow; they know this at the border and will not allow me to leave. Can anyone confirm this? Thanks for your help. Cheers!	Hi Hannibal It depends on your bank; Some banks like QNB need a garantee from Qatari citizin; Some others like Commercial if your salary is transfered to them no need for that. it is better to chech with your bank regulations Best of luck; and pls tell me wt is the final status coz i planning for the same	0
My wife I want to drive to the UAE; next month. I understand about the visa situation; and I can cope with that. My question is: Am I allowed to drive out of Qatar in my car that I have not finished paying for from the bank? My friend told me he seems to remember hearing that it was not possible; and that somehow; they know this at the border and will not allow me to leave. Can anyone confirm this? Thanks for your help. Cheers!	"""That rule is outdated. Saudi has changed the rules for the shabab. now it doesnt matter. Regarding the car on instalment you have to talk with the bank and see. """"If your number one goal is to make sure that everyone likes and approves of you; then you risk sacrificing your uniqueness and; therefore; your excellence."""""""	1
My wife I want to drive to the UAE; next month. I understand about the visa situation; and I can cope with that. My question is: Am I allowed to drive out of Qatar in my car that I have not finished paying for from the bank? My friend told me he seems to remember hearing that it was not possible; and that somehow; they know this at the border and will not allow me to leave. Can anyone confirm this? Thanks for your help. Cheers!	"""Check with the saudi embassy or the transit visa agents. Maybe they can help out. """"If your number one goal is to make sure that everyone likes and approves of you; then you risk sacrificing your uniqueness and; therefore; your excellence."""""""	2
My wife I want to drive to the UAE; next month. I understand about the visa situation; and I can cope with that. My question is: Am I allowed to drive out of Qatar in my car that I have not finished paying for from the bank? My friend told me he seems to remember hearing that it was not possible; and that somehow; they know this at the border and will not allow me to leave. Can anyone confirm this? Thanks for your help. Cheers!	I have traveled to Abu Dhabi a few times with my family (wife & two kids). My car is taken on loan from Doha Bank. I did not have any problem. I did not require any documents from the bank. I have an account with Doha Bank and salary is transfered to the account.	1
My wife I want to drive to the UAE; next month. I understand about the visa situation; and I can cope with that. My question is: Am I allowed to drive out of Qatar in my car that I have not finished paying for from the bank? My friend told me he seems to remember hearing that it was not possible; and that somehow; they know this at the border and will not allow me to leave. Can anyone confirm this? Thanks for your help. Cheers!	I spoke to the bank; and they said that there would be no problems because of my car still being under financing. Next stop; Saudi Embassy.... wish me luck!!!	2
can any one help me to find good and professional Venereologist here in Doha?	Oooooops; the physician may be called a urologist here. I'm sure that Hamad has that specialty.	2
can any one help me to find good and professional Venereologist here in Doha?	Dr. Amjad M. Adi In his card says Dermatologist; Veneorologist Last august he was working in Qatar Medical Center; at least as Dermatologist; maybe u can check there hope it helps	0
can any one help me to find good and professional Venereologist here in Doha?	At Hamad Medical Corporation is is called Dermatology Section; phone: 4397026.	1
hi QLrs.. could u pls advice; after how many weeks a new born baby can travel outside qatar via Qatarairways and does the baby needs visa to come qatar again after few months?	So to answer the question; i'm not certain if you are inquiring about Airlines policy or government visa policy.... If its the former; best thing to do is call QATAR AIRWAYS and ask them. If it's the latter; then maybe there's a government agency you can ask? When my daughter was born (here in Doha); she didn't travel till she was 6 months old; but we were told the law was that she had to have a residency Visa within a month of being born....so by the time she travelled she had it. Hope that helps somewhat; and good luck. Stay safe all. Perfection does not exist. The question therefore; is: what level of imperfection are we willing to settle for?	2
hi QLrs.. could u pls advice; after how many weeks a new born baby can travel outside qatar via Qatarairways and does the baby needs visa to come qatar again after few months?	Just make the new passport n make the Iqama on it than u can travel anythime u want. if u put his/her name in mother passport than u can travel also but dont forget to make ammendment in mother Iqama / kids ammendment thanks if it solve ur problem	2
hi QLrs.. could u pls advice; after how many weeks a new born baby can travel outside qatar via Qatarairways and does the baby needs visa to come qatar again after few months?	for the visa; better get it before the travel to avoid furture hassles. but i would suggest that you let the baby grow old a few months more before you take him/her travelling on an airplane. just imagine even an adult do have some problms with air pressure inside the cabin of an aircraft; what more would a few weeks old or a month old baby feel about this? (he/she'll be crying all the way to your destination) if that's the case.	2
hi QLrs.. could u pls advice; after how many weeks a new born baby can travel outside qatar via Qatarairways and does the baby needs visa to come qatar again after few months?	my son first travel at 4 mths; as soon as he got his RP. Make sure you ready with bottle of milk for feeding during take off and landing because infant have a sensitive ear and the change air pressure in the cabin make the baby uncomfortable.	2
hi QLrs.. could u pls advice; after how many weeks a new born baby can travel outside qatar via Qatarairways and does the baby needs visa to come qatar again after few months?	when he traveled for the first time.... As per doctor's advice and as Novita said; I gave him a bottle of milk during take off and landing...and everything was ok... Just make sure to issue him passport and stamp the ikama (RP) on it before you travel.	2
hi QLrs.. could u pls advice; after how many weeks a new born baby can travel outside qatar via Qatarairways and does the baby needs visa to come qatar again after few months?	i bought my baby girl when she was three weeks old. she is now healthy and fine. i normaly assume the baby can travel after two weeks from qatar airways. you have to feed baby during take off and landing to avoid pressure diffrence. and should keep your hands clean (by wet wipes) before you touch the baby to avoid contamination. visa can be obtained on arrival for the baby.	2
hi QLrs.. could u pls advice; after how many weeks a new born baby can travel outside qatar via Qatarairways and does the baby needs visa to come qatar again after few months?	Most airline policies allow travel for infants from two weeks old ..	2
